feed_name,raw_column,is_loaded_from_raw?,is_renamed_to?,is_stored?,is_used?,where_used,where_dropped,drop_reason,recommendation,present_in_files_count,present_in_all_files?,null_rate_estimate,example_values,evidence_raw_files,sampling_method
isbe_committees_tsv,DispFundsPolComm,yes,residual_funds_to_political_committee,bulk_committees_clean.residual_funds_to_political_committee,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,True | False,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,DispFundsReturn,yes,residual_funds_return_to_contributors,bulk_committees_clean.residual_funds_return_to_contributors,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,False | True,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,ID,yes,committee_id_sbe,bulk_committees_clean.committee_id_sbe,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,15504 | 21057 | 24042,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,LocalCommittee,yes,is_local_committee_obsolete,bulk_committees_clean.is_local_committee_obsolete,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,True | False,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,LocalID,yes,local_committee_id_obsolete,bulk_committees_clean.local_committee_id_obsolete,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,scripts/isbe_sunshine_etl.py:55,explicitly excluded (sunshine FILE_COLUMNS omits LocalID),Preserve this column in sunshine-import (distinct target column) or commit an explicit denylist decision.,2,yes,0.0,10040 | 14554 | 0,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,Name,yes,committee_name,bulk_committees_clean.committee_name,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,Citizens for.com PAC | 1st Ward Democratic Committeeman Fund | 1st Ward First Independent Democratic Org,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,PartyAffiliation,yes,party_affiliation,bulk_committees_clean.party_affiliation,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.533988,Democratic | Republican | Libertarian,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,PolicySuppOpp,yes,policy_support_or_oppose,bulk_committees_clean.policy_support_or_oppose,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.808896,S | O,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,Purpose,yes,committee_purpose,bulk_committees_clean.committee_purpose,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.080694,To support candidates and elected officials that support legislation that benefits the internet. | To elect and support Democratic candidates for public and political office. | To elect qualified candidates who represent the interests of 1st ward residents,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,ReferName,yes,reference_name,bulk_committees_clean.reference_name,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,.com PAC | 0001 | 0001 Ward,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,State,yes,state,bulk_committees_clean.state,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,IL | RI | Il,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,StateCommittee,yes,is_state_committee_obsolete,bulk_committees_clean.is_state_committee_obsolete,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,True | False,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,StateID,yes,state_committee_id_obsolete,bulk_committees_clean.state_committee_id_obsolete,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,scripts/isbe_sunshine_etl.py:55,explicitly excluded (sunshine FILE_COLUMNS omits StateID),Preserve this column in sunshine-import (distinct target column) or commit an explicit denylist decision.,2,yes,0.0,7775 | 9692 | 0,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,Status,yes,committee_status_code,bulk_committees_clean.committee_status_code,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,F | A,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,StatusDate,yes,status_date,bulk_committees_clean.status_date,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,2001-12-17 00:00:00 | 2016-08-17 00:00:00 | 2019-01-30 00:00:00,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,TypeOfCommittee,yes,committee_type,bulk_committees_clean.committee_type,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.561157,Political Party | Political Action | Ballot Initiative,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_committees_tsv,Zip,yes,postal_code,bulk_committees_clean.postal_code,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/analytics.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,60660 | 60622 | 60647-6535,Bulk_download/Committees.txt; Bulk_download/committees_639060038163077225.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,Archived,yes,is_archived,bulk_d2_totals_clean.is_archived,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,False | True,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,BegFundsAvail,yes,beginning_funds_available,bulk_d2_totals_clean.beginning_funds_available,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,1000 | 18.73 | 11.65,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,CommitteeID,yes,committee_id_sbe,bulk_d2_totals_clean.committee_id_sbe,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,10125 | 1371 | 1239,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,DebtsI,yes,debts_obligations_itemized,bulk_d2_totals_clean.debts_obligations_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 85557.25 | 1153,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,DebtsNI,yes,debts_obligations_non_itemized,bulk_d2_totals_clean.debts_obligations_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 785.72 | 147.58,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,EndFundsAvail,yes,ending_funds_available,bulk_d2_totals_clean.ending_funds_available,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,308 | 0 | 137.85,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,ExpendI,yes,expenditures_itemized,bulk_d2_totals_clean.expenditures_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 221302.67 | 2413,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,ExpendNI,yes,expenditures_non_itemized,bulk_d2_totals_clean.expenditures_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 7.2 | 11.65,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,FiledDocID,yes,filed_doc_id,bulk_d2_totals_clean.filed_doc_id,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 4 | 5,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,ID,yes,d2_totals_record_id,bulk_d2_totals_clean.d2_totals_record_id,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,52635 | 1258 | 1241,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,InKindI,yes,in_kind_contributions_itemized,bulk_d2_totals_clean.in_kind_contributions_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 49.15 | 14574.82,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,InKindNI,yes,in_kind_contributions_non_itemized,bulk_d2_totals_clean.in_kind_contributions_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 152.86 | 86.03,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,IndependentExpI,yes,independent_expenditures_itemized,bulk_d2_totals_clean.independent_expenditures_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,IndependentExpNI,yes,independent_expenditures_non_itemized,bulk_d2_totals_clean.independent_expenditures_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,IndivContribI,yes,individual_contributions_itemized,bulk_d2_totals_clean.individual_contributions_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,690 | 0 | 110060,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,IndivContribNI,yes,individual_contributions_non_itemized,bulk_d2_totals_clean.individual_contributions_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 200 | 18740.5,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,LoanMadeI,yes,loans_made_itemized,bulk_d2_totals_clean.loans_made_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,scripts/isbe_sunshine_etl.py:1306,implicitly lost (mapped to expenditures_itemized then overwritten by ExpendI),Preserve this column in sunshine-import (distinct target column) or commit an explicit denylist decision.,2,yes,0.0,0 | 2000 | 2500,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,LoanMadeNI,yes,loans_made_non_itemized,bulk_d2_totals_clean.loans_made_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,scripts/isbe_sunshine_etl.py:1307,implicitly lost (mapped to expenditures_non_itemized then overwritten by ExpendNI),Preserve this column in sunshine-import (distinct target column) or commit an explicit denylist decision.,2,yes,0.0,0 | 190.84 | 699.6,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,LoanRcvI,yes,loans_received_itemized,bulk_d2_totals_clean.loans_received_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,1200 | 0 | 90000,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,LoanRcvNI,yes,loans_received_non_itemized,bulk_d2_totals_clean.loans_received_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 133.75 | 147.58,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,OtherRctI,yes,other_receipts_itemized,bulk_d2_totals_clean.other_receipts_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 474.5 | 233.83,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,OtherRctNI,yes,other_receipts_non_itemized,bulk_d2_totals_clean.other_receipts_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 150 | 49.12,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,TotalDebts,yes,total_debts_obligations,bulk_d2_totals_clean.total_debts_obligations,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 85557.25 | 1153,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,TotalExpend,yes,total_expenditures,bulk_d2_totals_clean.total_expenditures,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,2582 | 218.73 | 11.65,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,TotalInKind,yes,total_in_kind_contributions,bulk_d2_totals_clean.total_in_kind_contributions,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 49.15 | 14574.82,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,TotalInvest,yes,total_investments,bulk_d2_totals_clean.total_investments,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,TotalReceipts,yes,total_receipts,bulk_d2_totals_clean.total_receipts,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,1890 | 200 | 0,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,XferInI,yes,transfers_in_itemized,bulk_d2_totals_clean.transfers_in_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 1750 | 1700,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,XferInNI,yes,transfers_in_non_itemized,bulk_d2_totals_clean.transfers_in_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,0 | 975 | 25,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,XferOutI,yes,transfers_out_itemized,bulk_d2_totals_clean.transfers_out_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,scripts/isbe_sunshine_etl.py:1304,implicitly lost (mapped to expenditures_itemized then overwritten by ExpendI),Preserve this column in sunshine-import (distinct target column) or commit an explicit denylist decision.,2,yes,0.0,2582 | 211.53 | 0,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_d2totals_tsv,XferOutNI,yes,transfers_out_non_itemized,bulk_d2_totals_clean.transfers_out_non_itemized,yes,database/analytics.py; scripts/build_triple_pipeline.py,scripts/isbe_sunshine_etl.py:1305,implicitly lost (mapped to expenditures_non_itemized then overwritten by ExpendNI),Preserve this column in sunshine-import (distinct target column) or commit an explicit denylist decision.,2,yes,0.0,0 | 836 | 220,Bulk_download/D2Totals.txt; Bulk_download/d2totals_639060039113297425.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,Address1,yes,address_line_1,bulk_candidates_clean.address_line_1,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.079289,512 N Paulina St | 215 Wing Park Boulevard | 104 Anne Ct,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,Address2,yes,address_line_2,bulk_candidates_clean.address_line_2,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.968123,Suite 200 | 7339 N Tripp Avenue | Apt A,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,City,yes,city,bulk_candidates_clean.city,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.073004,Chicago | Elgin | Thornton,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,District,yes,district,bulk_candidates_clean.district,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.012664,1 | Elgin | Thornton,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,DistrictType,yes,district_type,bulk_candidates_clean.district_type,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,Ward | City | Village,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,FirstName,yes,first_name,bulk_candidates_clean.first_name,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,"Lauren | Christina ""Tia"" | Richard",Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,ID,yes,candidate_id,bulk_candidates_clean.candidate_id,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,46284 | 46519 | 2812,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,LastName,yes,last_name,bulk_candidates_clean.last_name,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,Young Weber | Aagesen | Aardsma,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,Office,yes,office_sought,bulk_candidates_clean.office_sought,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,Alderperson | Councilman | Trustee,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,PartyAffiliation,yes,party_affiliation,bulk_candidates_clean.party_affiliation,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.219027,Non Partisan | Democratic | Independent,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,RedactionRequested,yes,redaction_requested,bulk_candidates_clean.redaction_requested,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.0,False | True,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,ResidenceCounty,yes,residence_county,bulk_candidates_clean.residence_county,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.031706,Cook | Saline | Kane,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
isbe_candidates_tsv,State,yes,state,bulk_candidates_clean.state,yes,webapp/routes/committees.py; webapp/routes/lobbying.py; database/cross_matching.py,,,Keep mapped; add schema regression tests.,2,yes,0.070117,IL | Il | L,Bulk_download/Candidates.txt; Bulk_download/candidates_639060037834639303.txt,header_scanned_all_files_profiled_first_n_rows_per_file
